companyName,accountID,country,city,state,companyType,rapNetMemberSince,totalRating,yearsSinceJoining
Messubsin Holding Company Limited,128320,THAILAND,Bangkok,Bangkok,Jewelry Retailer,2024-07-11T00:00:00,0,Less than 1 year
MJ Gabel,79089,USA,Webster,New York,"Online Jewelry Store, Jewelry Retailer",2019-05-28T00:00:00,0,5
MJ GROSS INC.,31449,USA,New York,New York,"Diamond Manufacturer/Cutter, Jewelry Manufacturer",2000-06-13T00:00:00,1,24
MJ Group(HK) Ltd,108982,HONG KONG,Kowloon,,Jewelry Retailer,2018-03-01T00:00:00,0,6
MJ Jewellers Ltd.,87836,CANADA,Vancouver,British Columbia,Independent Jeweler,2013-01-21T00:00:00,0,11
MJD Wholesale Pty Ltd,70870,AUSTRALIA,Cheltenham,Victoria,Diamond Dealer/Broker,2009-04-02T00:00:00,0,15
MJH Sales Inc.,61074,USA,New York,New York,"Diamond Dealer/Broker, Jewelry Retailer, Wholesaler ",2007-04-18T00:00:00,0,17
MJJ Brilliant,78499,USA,New York,New York,Jewelry Manufacturer,2015-06-09T00:00:00,0,9
MJS Inc.,16568,USA,New York,New York,Diamond Dealer/Broker,1999-07-22T00:00:00,0,25
MK DIAM,102930,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2016-03-22T00:00:00,0,8
MK Diamonds & Jewelry,12220,USA,Beverly Hills,California,Diamond Manufacturer/Cutter,1999-09-08T00:00:00,0,25
"MK Diamonds NYC, LLC",107938,USA,New York,New York,Independent Jeweler,2017-11-01T00:00:00,0,7
MKM DIAMONDS PVT. LTD.,113699,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2019-06-20T00:00:00,0,5
ML Collection,107279,USA,Los Angeles,California,Independent Jeweler,2017-09-02T00:00:00,0,7
MM Diam Ltd,117169,HONG KONG,"TSIM SHA TSUI, KOWLOON",,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2020-08-04T00:00:00,0,4
Mm Diamonds International Inc,48044,USA,NEW YORK,New York,Diamond Dealer/Broker,2003-08-13T00:00:00,0,21
MMW  Diamonds,89663,USA,New York,New York,Diamond Dealer/Broker,2013-05-23T00:00:00,0,11
MN JEWELLERY,59683,AUSTRALIA,SYDNEY,New South Wales,Diamond Dealer/Broker,2006-01-19T00:00:00,0,18
MNR Serendib Jewellers,112290,UNITED KINGDOM,London,Aberdeen,Independent Jeweler 1-5 Stores,2019-02-28T00:00:00,0,5
Mobile jewelry and watch buyer,114313,USA,,California,Jewelry Retailer,2019-09-26T00:00:00,0,5
mobileQA Test Rapaport-Dealer,124479,ISRAEL,Jerusalem,Central District,Gem Dealer ,2022-12-13T03:19:00,0,2
mobileQA-Buyer,124480,USA,Jerusalem,,Pawn shop,2022-12-13T03:26:00,0,2
mobileQA-BuyerPro,124832,ISRAEL,Jerusalem,Central District,Gem Dealer ,2023-02-08T07:50:00,1,1
mobileQA-employee,90275,USA,Jerusalem,Alabama,Designer,Unknown,0,Unknown
MOD Jewelry Group Inc,123971,USA,Coral Springs,Florida,Jewelry Manufacturer,2022-09-30T15:18:00,0,2
Model Kuyumculuk Sanayi Ve Ticaret Anonim Sirketi,103966,TURKEY,Istanbul,,"Jewelry Manufacturer, Wholesaler ",2016-06-28T00:00:00,0,8
"Michael Agnello, Inc.",91224,USA,st clair shores,Michigan,Independent Jeweler,2013-09-17T18:51:39,0,11
Michael Arthur,94569,AUSTRALIA,Sydney,New South Wales,Independent Jeweler 1-5 Stores,2014-05-22T00:00:00,0,10
Michael diamonds,101338,USA,sunny isles,Florida,Diamond Dealer/Broker,2015-11-17T00:00:00,0,9
MICHAEL E MINDEN JEWELERS,30215,USA,Las Vegas,Nevada,Independent Jeweler,2014-10-22T19:09:03,0,10
"Michael F & Co., Inc.",57426,USA,New york,New York,Diamond Dealer/Broker,2005-09-09T00:00:00,0,19
Michael Genovese Diamond & Estate,19725,USA,St. Louis,Missouri,Independent Jeweler,2013-07-10T00:00:00,0,11
Michael Goldstein Ltd.,21620,USA,New York,New York,Diamond Dealer/Broker,2008-01-01T00:00:00,0,16
Michael H Jewelry,112283,USA,Los Angeles,California,Jewelry Manufacturer,2019-02-27T00:00:00,0,5
Michael Hazan & Co. LLC,71673,USA,New York,New York,Diamond Manufacturer/Cutter,2009-08-20T00:00:00,0,15
MICHAEL HILL MANUFACTURING,44785,AUSTRALIA,BRISBANE,Queensland,Jewelry Manufacturer,2012-01-19T00:00:00,0,12
Michael Jewelry,79996,USA,New York,New York,Diamond Dealer/Broker,2011-09-07T00:00:00,0,13
MICHAEL JOHN JEWELRY,125351,USA,IRVINE,California,Diamond Dealer/Broker,2023-04-14T15:20:00,0,1
Michael Legziel,32159,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2011-03-07T00:00:00,0,13
Michael Levy Limited,78992,UNITED KINGDOM,Brighton,East Sussex,Diamond Dealer/Broker,2011-06-24T00:00:00,0,13
Michael Lippman,24916,USA,Beverly Hills,California,Diamond Dealer/Broker,2005-07-13T00:00:00,0,19
Michael M Inc,108015,USA,Burbank,California,Designer,2017-11-09T00:00:00,0,7
Michael Matthews Jewelers,99542,USA,White plains,New York,Independent Jeweler,2015-06-04T00:00:00,0,9
Michael Moses Jewelers Inc.,69085,USA,Newport Beach,California,"Diamond Dealer/Broker, Independent Jeweler 1-5 Stores",2010-05-06T00:00:00,0,14
Michael Nguyen Diamonds,98372,USA,San Jose,California,Independent Jeweler,2015-03-17T00:00:00,0,9
Michael Poulad,21315,USA,NEW YORK,New York,Diamond Manufacturer/Cutter,2008-08-15T00:00:00,0,16
Michael Thornton Limited,116890,UNITED KINGDOM,London,,Jewelry Manufacturer,2020-07-06T00:00:00,0,4
Michael Youssoufian Ltd.,110085,HONG KONG,Hong Kong,,Designer,2018-06-26T00:00:00,0,6
Michael Zion Diamonds  Ltd.,65149,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2007-08-29T00:00:00,0,17
Michel Fischler,127720,BELGIUM,Antwerp,Antwerp,Diamond Dealer/Broker,2024-04-09T00:00:00,0,Less than 1 year
Michel Jewelers,97156,USA,new york,New York,Independent Jeweler,2014-12-11T00:00:00,0,10
"Michele's Gold Buyers, LLC",87420,USA,Brick,New Jersey,Gold Buyer,2012-12-18T00:00:00,0,12
Micky's Jewelry Studio,103346,USA,la verne,California,Independent Jeweler,2016-04-26T00:00:00,0,8
MIDAGEM BVBA,14082,BELGIUM,2018 Antwerp,,Diamond Dealer/Broker,2007-06-01T00:00:00,0,17
Midas Jewellery,69090,AUSTRALIA,Miranda,New South Wales,"Diamond Dealer/Broker, Independent Jeweler 1-5 Stores",2008-05-05T00:00:00,0,16
Midas Metal and Stones,111177,USA,Charlotte,North Carolina,Gold Buyer,2018-10-29T00:00:00,0,6
MIDAS SIGNATURE JEWELLERY PVT LTD,101125,INDIA,jaipur,Rajasthan,Independent Jeweler,2016-03-11T00:00:00,0,8
Middleton Jewelers,89534,USA,Middleton,Wisconsin,"Jewelry Retail Chain, Independent Jeweler 1-5 Stores",2024-06-27T13:01:00,0,Less than 1 year
Midsouth P.M.,12557,USA,BELLINGHAM,Washington,Diamond Dealer/Broker,1999-12-23T00:00:00,0,25
"Midtown Jewelers, Inc.",103883,USA,Herndon,Virginia,Independent Jeweler,2016-06-17T00:00:00,0,8
Midwest Closeouts,115968,USA,Marietta,Georgia,Diamond and Pearl Dealer/Broker,2020-02-05T00:00:00,0,4
Migdal Diamonds Ltd.,108209,ISRAEL,Ramat Gan,,Diamond Dealer/Broker,2017-12-03T00:00:00,0,7
MIHIKA GEMS,75792,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2010-10-11T00:00:00,0,14
MIHIR GEMS,33162,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2008-11-17T00:00:00,0,16
Mihir NY Inc.,90670,USA,New York city,New York,Jewelry Manufacturer,2019-02-05T13:48:00,0,5
Mikaelian's Jewelry Inc.,70166,USA,New York,New York,Jewelry Manufacturer,2008-11-03T00:00:00,0,16
Mike Zeevi and Sons Diamonds,68110,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2007-12-26T00:00:00,0,17
Mikes We Buy Gold,105534,USA,Shrewsbury,New Jersey,Gold Buyer,2017-01-26T00:00:00,0,7
Miki Broide,117099,ISRAEL,Ramat Gan,,Diamond and Pearl Dealer/Broker,2020-07-29T00:00:00,0,4
Mikisa Gems BVBA,108537,BELGIUM,Antwerp,,Diamond Dealer/Broker,2018-01-15T00:00:00,0,6
Miko Jewelry Co. Ltd,116796,SOUTH KOREA,Seoul,,Jewelry Retailer,2020-06-22T00:00:00,0,4
MIKU DIAM,103207,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2016-04-13T00:00:00,0,8
Milagro Ekszerkereskedelmi es Szolgaltato Korlatol,104796,HUNGARY,Budapest,,Jewelry Manufacturer,2016-10-18T00:00:00,0,8
Milan Imports Inc.,84357,USA,Chicago,Illinois,Diamond Dealer/Broker,2012-06-05T00:00:00,0,12
Milanj Diamonds,48019,USA,King of Prussia,Pennsylvania,Independent Jeweler,2008-08-14T00:00:00,0,16
Milap Diam,107664,INDIA,Surat,Gujarat,Diamond Dealer/Broker,2017-09-25T00:00:00,0,7
MONARCH GEM CO.,113179,USA,Great Neck,New York,Diamond Dealer/Broker,2019-05-08T00:00:00,0,5
MONARCH GEMS,43412,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2007-02-13T00:00:00,0,17
Monarch Jewelry,83713,USA,Winter Park,Florida,Independent Jeweler 1-5 Stores,2013-05-20T00:00:00,0,11
MONARCH JEWELS,112236,USA,,,Jewelry Retailer,2019-02-26T00:00:00,0,5
MONAY L.L.C-FZ,127680,UAE,DUBAI,Dubai,Diamond Dealer/Broker,2024-04-05T00:00:00,0,Less than 1 year
MONDIAL JEWELRY SAE,33664,EGYPT,Cairo               00,GIZA,Independent Jeweler,2000-06-20T00:00:00,0,24
Moni Ben Shimon,97345,ISRAEL,Jerusalem,,Rough Diamond Dealer,2015-01-22T00:00:00,0,9
Monica Jewelers,89948,USA,columbia,Maryland,Independent Jeweler,2013-07-02T00:00:00,0,11
MONILI JEWELLERS FZCO,112943,UAE,DUBAI,DUBAI,Diamond Dealer/Broker,2019-04-15T00:00:00,0,5
Monique Diamond Corp,19905,USA,Los Angeles,California,Diamond Dealer/Broker,2007-04-12T00:00:00,1,17
Monique Pean Fine Jewelry,102769,USA,new york,New York,Independent Jeweler,2016-03-07T00:00:00,0,8
"Monique''s White Diamonds, Inc.",85766,USA,Wayzata,Minnesota,Independent Jeweler,2012-09-06T00:00:00,0,12
MONNICKENDAM DIAMONDS LTD.,24880,UNITED KINGDOM,London,,Diamond Manufacturer/Cutter,2006-04-24T00:00:00,0,18
MONRAJ DIAMOND AND GEMS,128531,INDIA,Surat,Gujarat,,Unknown,0,Unknown
Montana Coady Diamonds,81231,USA,Los Angeles,California,Diamond Dealer/Broker,2011-12-08T00:00:00,0,13
Monte Carlo Diam,123432,BELGIUM,Antwerp,Antwerp,Diamond Dealer/Broker,2022-07-06T00:00:00,0,2
"Montgomery Trading Company, LLC",78478,USA,Montgomery,Alabama,Independent Jeweler,2011-05-18T00:00:00,0,13
Montpellier Jewellers Limited,106216,UNITED KINGDOM,Harrogate,North Yorkshire,Independent Jeweler,2021-03-10T00:00:00,0,3
Montur Is Hediyelikesya San tic Ltd Sti,113047,TURKEY,Istanbul,,"Diamond Manufacturer/Cutter, Online Jewelry Store, Jewelry Manufacturer",2019-04-25T00:00:00,0,5
Mookim Jewels,103191,JAPAN,Osaka,Osaka Prefecture,"Diamond Dealer/Broker, Independent Jeweler 1-5 Stores",2016-04-13T00:00:00,0,8
MOOLAGUNDAM DIAMONDS PRIVATE LIMITED,114476,INDIA,HYDERABAD,Telangana,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2019-09-18T00:00:00,0,5
Moon Exports,106667,INDIA,Mumbai,Maharashtra,Diamond Dealer/Broker,2017-06-06T00:00:00,0,7
Moon Fook Jewellery,76233,HONG KONG,Hong Kong,,Independent Jeweler,2010-11-12T00:00:00,0,14
Moon Jewelers,63994,USA,HOUSTON,Texas,Independent Jeweler,2007-08-13T00:00:00,0,17
Moon Wan Sun (Hong Kong) Company Limited,89444,HONG KONG,Tsimshian Sha Tsui,,Diamond Dealer/Broker,2013-08-07T00:00:00,0,11
MOTI JEWELLERS,114562,INDIA,HOSHIARPUR,Punjab,Jewelry Retailer,2019-09-25T00:00:00,0,5
MOTI KASHI,28761,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2004-03-30T00:00:00,0,20
MOTIBA GEMS,127766,INDIA,SURAT,Gujarat,"Diamond Dealer/Broker, Jewelry Manufacturer",2024-04-12T00:00:00,0,Less than 1 year
Motif Jewelers,74828,USA,Taylor,Michigan,Independent Jeweler,2011-06-20T00:00:00,0,13
"Motion in Time, Inc.",112673,USA,NEW YORK,New York,Watch Dealer,2019-03-25T00:00:00,0,5
MOTIWALA & SONS,48828,INDIA,NEW DELHI,NEW DELHI,Diamond Dealer/Broker,2003-09-30T00:00:00,0,21
MOTIWALA & SONS GOLD & DIAMONDS PVT LTD,75478,INDIA,Mumbai,Maharashtra,Independent Jeweler,2010-09-01T00:00:00,0,14
Motiwala Jewellery Exports Pvt Ltd,124151,INDIA,Mumbai,Maharashtra,Jewelry Retail Chain,2022-10-27T00:00:00,0,2
Motor City Pawn Brokers Inc.,93259,USA,Warren,Michigan,Independent Jeweler,2024-07-01T18:52:00,0,Less than 1 year
Mouawad Mena DMCC - Dubai 2,99568,UAE,,,Independent Jeweler,2015-06-05T00:00:00,0,9
Mountain Province Diamonds,105439,CANADA,Toronto,British Columbia,Diamond Mining,2017-01-13T00:00:00,0,7
Mountain Song Jewelers,113046,USA,Greeneville,Tennessee,Independent Jeweler,2019-04-24T00:00:00,0,5
Mouradiam,71872,BELGIUM,Antwerpen,,Diamond Manufacturer/Cutter,2009-10-05T00:00:00,0,15
Mouradian Jewelry Ltd.,18690,USA,Boston,Massachusetts,Independent Jeweler,2013-11-11T00:00:00,0,11
Mousa Aldebeyan,121325,SAUDI ARABIA,,,,2021-10-27T00:00:00,0,3
Moussaieff Jewellers,107147,UNITED KINGDOM,London,,Jewelry Retail Chain 6-10 Stores,2017-08-02T00:00:00,0,7
Mova Fine Jewellery-FZCO,127252,UAE,Dubai,Dubai,Jewelry Retailer,2024-02-26T00:11:00,0,Less than 1 year
MOX IMPEX -SURAT 2,112867,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2019-04-09T00:00:00,0,5
Moyer Fine Jewelers - Carmel 2,15133,USA,Carmel,Indiana,Independent Jeweler,1999-04-20T00:00:00,0,25
MOYSIADIS,68757,GREECE,Thessaloniki,,"Diamond Dealer/Broker, Independent Jeweler 1-5 Stores",2008-10-02T00:00:00,0,16
Mozaffarian Jewelers,30206,USA,Los Angeles,California,Independent Jeweler,2006-01-16T00:00:00,0,18
Mozingo Enterprises,84411,USA,Charleston,South Carolina,Diamond Dealer/Broker,2012-06-08T00:00:00,0,12
Mr. Baguette Ltd.,56465,USA,New York,New York,Diamond Dealer/Broker,2005-07-21T00:00:00,0,19
Mr. Diamond Jewelers,30463,USA,Miami,Florida,Diamond Dealer/Broker,2013-01-30T00:00:00,0,11
"MR. DIAMOND USA, INC.",60515,USA,New York,New York,Independent Jeweler,2006-02-28T00:00:00,0,18
Mor Brothers Diamonds Ltd.,15859,ISRAEL,Ramat Gan,,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker, Rough Diamond Dealer",2005-07-31T00:00:00,0,19
Mor Diamonds LLC,65684,USA,Chicago,Illinois,Diamond Dealer/Broker,2006-10-26T00:00:00,0,18
Morad Ramachi,116074,BELGIUM,Antwerp,,"Independent Jeweler, Diamond and Jewelry Dealer/Broker",2021-01-08T00:00:00,0,3
Morays Jewelers,69535,USA,Miami,Florida,Independent Jeweler,2012-10-03T00:00:00,0,12
Morgan Jewelers - USA,113076,USA,,Utah,"Jewelry Retail Chain 11-30 Stores, Independent Jeweler",2019-04-29T16:44:00,0,5
Morgan Jonathan Malibu,124656,USA,Malibu,California,Online Jewelry Store,2023-01-13T00:00:00,0,1
Morgan's Jewelers inc. - russel varon,29151,USA,Torrance,California,Independent Jeweler,2008-01-01T00:00:00,0,16
Mori Jewellery Limited,127948,HONG KONG,Hong Kong,,Jewelry Retailer,2024-05-08T01:13:00,0,Less than 1 year
Mori Planning,112062,JAPAN,Tokyo,,Diamond Dealer/Broker,2019-02-14T00:00:00,0,5
Moritz Gold Corp.,51793,USA,NEW YORK,New York,Diamond Dealer/Broker,2004-04-08T00:00:00,0,20
Moriya HK Ltd,92057,HONG KONG,Hong Kong ,,Diamond Dealer/Broker,2013-11-21T00:00:00,0,11
"Morrison Smith Jewelers, Inc.",5600,USA,Charlotte,North Carolina,Independent Jeweler 1-5 Stores,2010-09-29T00:00:00,0,14
MOSES DIAMOND CORP,67251,USA,MIAMI,Florida,Diamond Dealer/Broker,2007-08-17T00:00:00,0,17
Moses Jewelers,5481,USA,SEVEN FIELDS,Pennsylvania,Independent Jeweler,2010-02-11T00:00:00,0,14
Moshe Bublil MB LTD,120253,ISRAEL,Ramat Gan,Central District,Diamond Manufacturer/Cutter,2021-06-13T00:00:00,0,3
Moshe Levy,70570,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2009-02-09T00:00:00,0,15
Moshe Namdar & Co,86375,HONG KONG,Hong Kong,,Diamond Manufacturer/Cutter,2012-10-16T00:00:00,0,12
Moshe Namdar & Co.,57808,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2005-09-28T00:00:00,0,19
Moshe Niazov,113911,ISRAEL,Ramat Gan,,Diamond Dealer/Broker,2019-07-17T00:00:00,0,5
Moshel Diamonds Ltd,124598,ISRAEL,Ramat-Gan,Central District,Diamond Dealer/Broker,2023-01-02T00:00:00,0,1
Mosso Jewellery Pty Ltd,120024,AUSTRALIA,Sydney,Australian Capital Territory,Independent Jeweler,2021-05-23T00:00:00,0,3
MOTHER GEMS & CO.,71332,INDIA,MUMBAI,Maharashtra,"Diamond Manufacturer/Cutter, Jewelry Manufacturer, Rough Diamond Dealer",2009-06-30T00:00:00,0,15
Moti Eliyahu Diamonds Ltd.,110164,ISRAEL,Ramat Gan,,Diamond Dealer/Broker,2018-07-05T00:00:00,0,6
Moti Ganz Ltd.,14373,ISRAEL,Ramat Gan,,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker, Jewelry Manufacturer",2005-06-23T00:00:00,0,19
Moti Israeli - M.I.D Diamonds,70258,ISRAEL,Ramat Gan,52522,Diamond Manufacturer/Cutter,2008-11-19T00:00:00,0,16
Modell Diamonds Inc.,2553,USA,New York,New York,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker, Jewelry Manufacturer",1999-11-04T00:00:00,0,25
Modern Jewellery PTY LTD,101167,AUSTRALIA,Fairfield,New South Wales,Independent Jeweler,2015-11-01T00:00:00,0,9
Mody Enterprise,105734,INDIA,Surat,Gujarat,Diamond Manufacturer/Cutter,2017-02-17T00:00:00,0,7
Mody Gems LLC,78268,UAE,DUBAI,,Diamond Dealer/Broker,2011-05-03T00:00:00,0,13
MOGHA JEWELLERY PVT LTD.,77628,INDIA,NEW DELHI,Delhi,Independent Jeweler,2011-03-16T00:00:00,0,13
Mogul Diam Inc.,50702,USA,NEW YORK,New York,Diamond Dealer/Broker,2004-01-29T00:00:00,0,20
Moguldiam Bvba,29728,BELGIUM,Antwerp,,Diamond Dealer/Broker,1999-09-29T00:00:00,0,25
Mohanlal Vallabhdas & Bros.,86535,UAE,Dubai,Dubai,Independent Jeweler,2012-10-24T00:00:00,0,12
MOHINI JEWELLERS,112323,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2019-03-01T00:00:00,0,5
MOHIT DIAMONDS PVT LTD,33852,INDIA,Mumbai,Maharashtra,Diamond Dealer/Broker,2010-08-09T00:00:00,0,14
MOHIT ENTERPRISE,105172,INDIA,mumbai,Maharashtra,Jewelry Retail Chain,2016-12-05T00:00:00,0,8
Mohit Exports,107103,INDIA,Mumbai,Maharashtra,Diamond Dealer/Broker,2017-07-30T00:00:00,0,7
MOHIT IMPEX,53316,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2018-01-10T00:00:00,0,6
MOHNISH DIAMONDS,120878,INDIA,Mumbai,Maharashtra,,2021-08-31T00:00:00,0,3
Mojo Design Gmbh,128399,SWITZERLAND,Wintherthur,Zürich,Jewelry Manufacturer,2024-07-04T00:00:00,0,Less than 1 year
MOKSH DIAMOND,123819,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2022-09-05T00:00:00,1,2
MOKSHIL DIAM,108683,INDIA,MUMBAI,Maharashtra,Independent Jeweler,2018-02-01T00:00:00,0,6
Molina Fine Jewelers,25840,USA,Phoenix,Arizona,Independent Jeweler,1999-09-02T00:00:00,0,25
Molino Jewelers,82013,USA,Pomona,New York,Independent Jeweler,2019-09-24T00:00:00,0,5
Molu Mucevher,55288,TURKEY,Istanbul,,Independent Jeweler 1-5 Stores,2012-06-11T00:00:00,0,12
MOMO GEMS,91601,THAILAND,Bankok,,Independent Jeweler,2015-01-19T00:00:00,0,9
Mon Ami Jewelry,30031,USA,Chicago,Illinois,Diamond Dealer/Broker,1999-11-16T00:00:00,0,25
Monaco Jewelers,80815,USA,San Juan Capistrano,California,Independent Jeweler,2024-08-07T00:00:00,0,Less than 1 year
Monahan Beaches Jewelry Center,31736,USA,Atlantic Beach,Florida,Independent Jeweler,1999-06-25T00:00:00,0,25
Monarch Enterprise,120937,INDIA,Surat,Gujarat,,2021-10-29T00:00:00,0,3
Nabil Mouzannar,117437,UNITED KINGDOM,London,,Online Jewelry Store,2020-09-08T00:00:00,0,4
NAC JEWELLERS PVT LTD.,117478,INDIA,CHENNAI,Tamil Nadu,Jewelry Retailer,2020-09-11T00:00:00,0,4
Nacregem BVBA,102762,BELGIUM,Antwerp,,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker, Rough Diamond Dealer",2016-03-07T00:00:00,0,8
Nader Kash,76652,USA,New York,New York,Diamond Dealer/Broker,2010-12-21T00:00:00,0,14
Nadiac International,125631,BELGIUM,Antwerp,Antwerp,Diamond Dealer/Broker,2023-06-05T00:00:00,0,1
Nadis Diamonds,10157,USA,Los Angeles,California,Diamond Dealer/Broker,2001-10-18T00:00:00,0,23
Nadyr Group,102999,ISRAEL,Ramat Gan,,Diamond Dealer/Broker,2016-03-30T00:00:00,0,8
Nage jewellery LLC,107157,UAE,Dubai,,Diamond Dealer/Broker,2017-08-03T00:00:00,0,7
Nagin Jewelry Co Inc.,24318,USA,New York,New York,"Diamond Dealer/Broker, Independent Jeweler",1999-05-14T00:00:00,0,25
NAHAR EXPORTS,128335,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2024-06-26T00:00:00,0,Less than 1 year
NAICE JEWELS PVT LTD,82125,INDIA,MUMBAI,Maharashtra,Independent Jeweler,2012-02-17T00:00:00,0,12
NAITIK JEWELS,127833,INDIA,,Maharashtra,Diamond Dealer/Broker,2024-04-18T07:01:00,0,Less than 1 year
NAIYA GEMS,89183,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2013-04-26T00:00:00,0,11
NAJ JEWELLERY PVT LTD,122246,INDIA,NELLORE,Andhra Pradesh,,2022-02-09T00:00:00,0,2
NAJD DEER JEWELLERY AND WATCHES FZCO,94509,SAUDI ARABIA,RIYADH,,Jewelry Manufacturer,2014-05-18T00:00:00,0,10
NAKODIAM DIAMONDS PRIVATE LIMITED,81657,INDIA,Mumbai,Maharashtra,Diamond Manufacturer/Cutter,2012-01-12T00:00:00,0,12
NAKSH IMPEX,112953,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2019-04-16T00:00:00,0,5
NAKSHATRA DIAM,118842,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2021-02-08T00:00:00,0,3
Nally Jewels Inc.,33643,USA,New York,New York,Independent Jeweler,2006-01-10T00:00:00,0,18
Nam Keung Hong,86527,HONG KONG,Hunghom,"Kowloon, Hong Kong",Jewelry Manufacturer,2012-10-24T00:00:00,0,12
NAMAN EXPORTS - MUMBAI 1,79045,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2011-07-03T00:00:00,0,13
NAMAN EXPORTS - MUMBAI 2,111915,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2019-01-31T00:00:00,0,5
Namano Inc.,4620,USA,Tucker,Georgia,Diamond Dealer/Broker,1999-10-11T00:00:00,2,25
Namdar Diamonds Company di Avishay Namdar,111660,ITALY,Valenza,Agrigento,Diamond Dealer/Broker,2019-01-08T00:00:00,0,5
NAMDAR INC.,32205,USA,New York,New York,Diamond Manufacturer/Cutter,2008-01-01T00:00:00,0,16
Naser Jewelers,38229,USA,Salem,New Hampshire,Independent Jeweler,2021-03-25T00:00:00,0,3
Nash Jewelry Co Inc,22240,USA,West Palm Beach,Florida,Independent Jeweler,2011-10-07T00:00:00,0,13
Naskar Trading Ltd.,91514,USA,New York,New York,Diamond Dealer/Broker,2013-10-11T00:00:00,0,11
NASSAK DIAMOND PVT LTD,108555,INDIA,JAIPUR,Rajasthan,Diamond Dealer/Broker,2018-01-17T05:04:00,0,6
Nassì srl,69552,ITALY,Milan,,Diamond Dealer/Broker,2008-07-10T00:00:00,0,16
"Nat Klarsfeld, Inc.",49043,USA,NEW YORK,New York,Independent Jeweler,2004-04-27T00:00:00,0,20
"Natalique Gems, Inc.",60087,USA,New York,New York,Diamond Dealer/Broker,2013-06-13T00:00:00,0,11
NATHAMAN,112089,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2019-02-15T00:00:00,0,5
Nathan Aziz Ltd.,88339,UNITED KINGDOM,London,City of London,Diamond Dealer/Broker,2013-02-27T00:00:00,0,11
Nathan trading company,124995,USA,New York,New York,Diamond Dealer/Broker,2023-02-28T00:00:00,0,1
NATI MICHAELI LTD,91843,ISRAEL,Ramat Gan,,Diamond Dealer/Broker,2013-11-06T00:00:00,0,11
National Diamond Corporation,13869,USA,Olive Branch,Mississippi,"Diamond Dealer/Broker, Rough Diamond Dealer",2006-02-20T00:00:00,0,18
"National Diamond Syndicate, Inc.",1127,USA,Chicago,Illinois,Diamond Dealer/Broker,1999-01-07T00:00:00,0,25
National Gemstone Testing Center,102267,CHINA,Shanghai,Shanghai,Diamond Dealer/Broker,2021-07-20T00:00:00,0,3
"National Gold & Diamond Center, Inc.",66507,USA,Los Angeles,California,"Diamond Dealer/Broker, Jewelry Manufacturer",2007-03-23T00:00:00,0,17
National Jewel Creations,103377,CANADA,Toronto,Ontario,Independent Jeweler,2016-05-02T00:00:00,0,8
National Jewelry Buyers - Romie Salem,79373,USA,Albuquerque,New Mexico,Diamond Dealer/Broker,2011-07-20T00:00:00,0,13
National Rarities LLC,82781,USA,Saint Louis,Missouri,Diamond Dealer/Broker,2012-10-10T00:00:00,0,12
National Watch & Diamond Inc,20085,USA,Philadelphia,Pennsylvania,Diamond Dealer/Broker,1999-05-18T00:00:00,0,25
NATOLI GIOIELLERIA S.P.A.,33297,ITALY,Genova,,"Independent Jeweler 1-5 Stores, Jewelry Manufacturer",2010-02-12T00:00:00,0,14
Natural Diam SRL,106788,ITALY,Milan,Agrigento,Diamond Manufacturer/Cutter,2017-06-18T00:00:00,0,7
Natural Diamond Corporation,108679,USA,Los Angeles,California,Diamond Dealer/Broker,2018-01-31T00:00:00,0,6
Natural Diamond Limited,106137,HONG KONG,Hung Hom,Kowloon,Trade Association,2017-03-31T00:00:00,0,7
